From;To;Type;Through;start_x;start_y;stop_x;stop_y;adjacency_rule_name;Comment
7323;16801;;-1;-1;-1;-1;-1;MANILA_BAY;Manila Bay
5257;5282;;-1;-1;-1;-1;-1;JUAN_DE_FUCA_STRAIT;Juan de Fuca Strait
11047;6040;;-1;-1;-1;-1;-1;KARA_STRAIT;Kara Strait
15029;5391;;-1;-1;-1;-1;-1;SANNIKOV_STRAIT;Sannikov Strait
5386;5637;;-1;-1;-1;-1;-1;COOK_STRAIT;Cook Strait
5269;5244;;-1;-1;-1;-1;-1;QIONGZHOU_STRAIT;Qiongzhou Strait
430;7235;;-1;-1;-1;-1;-1;DAMPIER_VITIAZ_STRAITS;Dampier and Vitiaz Straits
229;7235;;-1;-1;-1;-1;-1;ST_GEORGES_CHANNEL;St. George's Channel
15312;5664;;-1;-1;-1;-1;-1;IRAKO_CHANNEL;Irako Channel
15476;2309;;-1;-1;-1;-1;-1;PILLAU_STRAIT;Strait of Pillau
843;2256;;-1;-1;-1;-1;-1;KLAIPEDA_STRAIT;Klaipeda Strait
15035;5356;;-1;-1;-1;-1;-1;VILKITSKY_STRAIT;Vilkitsky Strait
16137;16131;;-1;-1;-1;-1;-1;TABLAZO_STRAIT;Tablazo Strait
411;15816;;-1;-1;-1;-1;-1;KVARKEN_STRAIT;Kvarken
13700;5658;;-1;-1;-1;-1;-1;GUANTANAMO_BAY;Guantanamo Bay
16756;2455;;-1;-1;-1;-1;-1;DROBAK_SOUND;Drobak Sound
16178;13186;;-1;-1;-1;-1;-1;CHESAPEAKE_BAY;Chesapeake Bay
10011;4056;impassable;;-1;-1;-1;-1;;AESTHETIC (Tsushima-Korea)
7186;10124;impassable;;-1;-1;-1;-1;;AESTHETIC (Taiwan-Sakishima)
11932;15355;impassable;;-1;-1;-1;-1;;AESTHETIC (Sakishima-Okinawa)
14283;10124;impassable;;-1;-1;-1;-1;;AESTHETIC (Sakishima-Senkaku)
11932;14284;impassable;;-1;-1;-1;-1;;AESTHETIC (Daito-Okinawa)
4178;12058;impassable;;-1;-1;-1;-1;;AESTHETIC (Greece-Crete)
3401;13638;impassable;;-1;-1;-1;-1;;AESTHETIC (Cyclades-Ikaria)
4624;7630;impassable;;-1;-1;-1;-1;;AESTHETIC (West/East Panama)
10409;4579;impassable;;-1;-1;-1;-1;;AESTHETIC (South Maluku-Aru Islands)
4211;1316;impassable;;-1;-1;-1;-1;;AESTHETIC (Sumatra-Borneo)
1098;10181;impassable;;-1;-1;-1;-1;;AESTHETIC (Borneo-Sulawesi)
4493;7369;impassable;;-1;-1;-1;-1;;AESTHETIC (Maluku-Sulawesi)
1042;7390;impassable;;-1;-1;-1;-1;;AESTHETIC (Solomon Islands-Santa Cruz Islands)
8461;3415;impassable;;-1;-1;-1;-1;;AESTHETIC (Yamalia)
6258;211;impassable;;-1;-1;-1;-1;;AESTHETIC (Gotland-Öland)
14407;13069;impassable;;-1;-1;-1;-1;;AESTHETIC (Saint Lawrence-Alaska)
16846;7041;impassable;;-1;-1;-1;-1;;AESTHETIC (Kodiak-Alaska)
15687;3606;impassable;;-1;-1;-1;-1;;AESTHETIC (Yukon impassables)
14231;14229;impassable;;-1;-1;-1;-1;;AESTHETIC (BC impassables)
15506;15513;impassable;;-1;-1;-1;-1;;AESTHETIC (Sable Island)
6350;3311;impassable;;-1;-1;-1;-1;;AESTHETIC (Scotland-Isle of Man)
6399;3311;impassable;;-1;-1;-1;-1;;AESTHETIC (England-Isle of Man)
6363;3311;impassable;;-1;-1;-1;-1;;AESTHETIC (Wales-Isle of Man)
9228;3083;impassable;;-1;-1;-1;-1;;AESTHETIC (Åland-Finland)
9228;6209;impassable;;-1;-1;-1;-1;;AESTHETIC (Åland-Sweden)
13202;10707;impassable;;-1;-1;-1;-1;;AESTHETIC (Ketchikan)
11106;13012;impassable;;-1;-1;-1;-1;;AESTHETIC (Grenada-Tobago)
4781;10713;impassable;;-1;-1;-1;-1;;AESTHETIC (Altai impassables)
15705;13058;impassable;;-1;-1;-1;-1;;AESTHETIC (Julianehab)
12251;10321;sea;8313;-1;-1;-1;-1;;Andaman
7413;1419;sea;5294;-1;-1;-1;-1;;Moluccas
10141;1419;sea;5267;-1;-1;-1;-1;;Moluccas
480;9431;sea;8621;-1;-1;-1;-1;;Scheldt Estuary (Land Crossing)
299;211;sea;2282;-1;-1;-1;-1;;Småland-Öland
9279;6287;sea;2382;-1;-1;-1;-1;;Öresund 1
14841;6345;sea;2382;-1;-1;-1;-1;;Öresund 2
15450;3325;;2408;-1;-1;-1;-1;;Sjaelland-Fyn
3305;3374;;2408;-1;-1;2973;1625;;Lolland-Fyn
3277;15075;;14839;-1;-1;-1;-1;;Fyn-Jylland
3374;11251;;14839;-1;-1;-1;-1;;Fyn-Jylland (Southern)
83;185;sea;1885;-1;-1;-1;-1;;Estonia-Saaremaa
185;6201;sea;1885;-1;-1;-1;-1;;Saaremaa-Hiiumaa
1679;6201;sea;15409;-1;-1;-1;-1;;Hiiumaa-Estonia
6891;12661;sea;5579;-1;-1;-1;-1;;Sardinia-Corsica
9990;4159;sea;5681;-1;-1;-1;-1;;Calabria-Sicily
14575;9845;sea;8871;-1;-1;-1;-1;;Balearic Islands 1
9793;7114;sea;8845;-1;-1;-1;-1;;Balearic Islands 2
12299;12113;sea;5960;-1;-1;-1;-1;;Singapore-Batam
7396;1401;sea;5615;-1;-1;-1;-1;;Bangka Belitung-Sumatra
1342;10279;sea;2737;-1;-1;-1;-1;;Java-Sumatra
7396;4211;sea;4225;-1;-1;-1;-1;;Bangka-Belitung
4446;12126;sea;812;-1;-1;-1;-1;;Tanahbala-Sumatra
12126;1428;sea;812;-1;-1;-1;-1;;Tanahbala-Siberut
12126;14256;sea;436;-1;-1;-1;-1;;Tanahbala-Simeulue
14257;14256;sea;436;-1;-1;-1;-1;;Sumatra-Simeulue
4306;4608;sea;5666;-1;-1;-1;-1;;Java-Madura
7654;4273;sea;2239;-1;-1;-1;-1;;Java-Bali
7293;4273;sea;2239;-1;-1;-1;-1;;Bali-Lombok
7293;10191;sea;2239;-1;-1;-1;-1;;Lombok-W.Nusa Tenggara
12162;1298;sea;2124;-1;-1;-1;-1;;West Nusa Tenggara-East Nusa Tenggara
12151;10219;sea;5414;-1;-1;-1;-1;;Pulau Alor-Pulau Wetar
12151;7321;sea;234;-1;-1;-1;-1;;East Nusa Tenggara-Pulau Alor
12444;10222;sea;5515;-1;-1;-1;-1;;Sulawesi-Pulau Buton
1293;4269;sea;8751;-1;-1;-1;-1;;Mindanao-Leyte
12118;1224;sea;8751;-1;-1;-1;-1;;Cebu-Leyte
7385;4269;sea;8751;-1;-1;-1;-1;;Bohol-Leyte
1311;4228;sea;2856;-1;-1;-1;-1;;San Bernardino Strait
12236;4288;sea;2876;-1;-1;-1;-1;;Mindoro-Luzon
7351;16807;sea;16801;-1;-1;-1;-1;;Bataan-Corregidor
10265;16807;sea;16801;-1;-1;-1;-1;;Manila-Corregidor
4228;7307;sea;2876;-1;-1;-1;-1;;Ticao Pass
10302;1261;sea;;-1;-1;-1;-1;;Panay-Negros
7423;14677;sea;2876;-1;-1;-1;-1;;Panay-Romblon
16805;14677;sea;2876;-1;-1;-1;-1;;Mindoro-Romblon
10186;12153;sea;8751;-1;-1;-1;-1;;Negros-Cebu
7385;12153;sea;8751;-1;-1;-1;-1;;Bohol-Cebu
7557;1574;sea;5390;-1;-1;-1;-1;;Buru-Seram
7557;7369;sea;4899;-1;-1;-1;-1;;Buru-Taliabu
10342;7369;sea;4899;-1;-1;-1;-1;;Obi-Taliabu
10342;1437;sea;4899;-1;-1;-1;-1;;Obi-Bacan
7413;1437;sea;4899;-1;-1;-1;-1;;Halmahera-Bacan
4509;7542;sea;2585;-1;-1;-1;-1;;Papua-Japen
10251;1329;sea;430;5112;550;5122;559;;Papua-New Britain
7251;4421;sea;7010;-1;-1;-1;-1;;New Britain-New Ireland
4352;7339;sea;7235;-1;-1;-1;-1;;Manus Island-New Ireland
7393;13021;sea;8673;-1;-1;-1;-1;;Gilbert Islands 1
13021;4387;sea;8290;-1;-1;-1;-1;;Gilbert Islands 2
13020;4387;sea;8570;-1;-1;-1;-1;;Gilbert Islands 3
13022;13050;sea;2867;-1;-1;-1;-1;;Phoenix Islands
13022;13129;sea;2867;-1;-1;-1;-1;;Phoenix Islands
13129;13050;sea;2867;-1;-1;-1;-1;;Phoenix Islands
14419;13050;sea;2867;-1;-1;-1;-1;;Phoenix Islands
4268;4231;sea;5741;-1;-1;-1;-1;;New Caledonia
1237;12120;sea;5660;-1;-1;-1;-1;;Vanuatu 1
4247;12120;sea;5609;-1;-1;-1;-1;;Vanuatu 2
12632;1814;sea;5637;-1;-1;-1;-1;;North-South NZ Islands
10231;10248;sea;430;-1;-1;-1;-1;;Milne Bay 1
7355;10248;sea;6627;-1;-1;-1;-1;;Milne Bay 2
12246;10288;sea;5513;-1;-1;-1;-1;;Cobourg-Australia
1042;7437;sea;6819;-1;-1;-1;-1;;Solomon Islands 1
1042;1269;sea;6819;-1;-1;-1;-1;;Solomon Islands 2
1370;10291;sea;5868;-1;-1;-1;-1;;Solomon Islands 3
10291;1269;sea;5868;-1;-1;-1;-1;;Solomon Islands 4
10319;1370;sea;5868;-1;-1;-1;-1;;Solomon Islands 5
10319;12265;sea;5868;-1;-1;-1;-1;;Solomon Islands 6
12265;4252;sea;5868;-1;-1;-1;-1;;Solomon Islands 7
1085;10291;sea;5868;-1;-1;-1;-1;;Solomon Islands 8
12265;4378;sea;229;-1;-1;-1;-1;;Solomon Islands-Bougainville
1807;12559;sea;5295;-1;-1;-1;-1;;Sakhalin-Siberia
11985;1025;sea;7932;-1;-1;-1;-1;;Japan-Kyushu
4094;7212;sea;14675;-1;-1;-1;-1;;Shikoku-Chugoku 1
4179;15331;sea;14675;-1;-1;-1;-1;;Shikoku-Chugoku 2
9965;15306;sea;14676;-1;-1;-1;-1;;Shikoku-Awaji
15305;15306;sea;14676;-1;-1;-1;-1;;Wakayama-Awaji
14370;15306;sea;14676;-1;-1;-1;-1;;Kobe-Awaji
1863;13037;sea;5614;-1;-1;-1;-1;;Kurils 1
1515;13037;sea;5614;-1;-1;-1;-1;;Kurils 2
12522;1515;sea;220;-1;-1;-1;-1;;Kurils 3
12522;1399;sea;220;-1;-1;-1;-1;;Kurils 4
1863;15879;sea;4465;-1;-1;-1;-1;;Kurils-Hokkaido
14401;4576;sea;4465;-1;-1;-1;-1;;Sakhalin-Hokkaido
9952;1117;sea;2658;-1;-1;-1;-1;;Niigata-Sado
10092;7046;sea;8791;-1;-1;-1;-1;;Kyushu-Shikoku
4198;12032;sea;8472;-1;-1;-1;-1;;Kanoya-Yokushima
15357;1123;sea;8499;-1;-1;-1;-1;;Okinawa 1
1123;7115;sea;8318;-1;-1;-1;-1;;Okinawa 2
15355;10124;sea;2829;-1;-1;-1;-1;;Sakishima
3995;13024;sea;2855;-1;-1;-1;-1;;Marianas 1
13024;13023;sea;2855;-1;-1;-1;-1;;Marianas 2
3995;12140;sea;2901;-1;-1;-1;-1;;Marianas 3
10048;7195;sea;8331;-1;-1;-1;-1;;Hawaii-Maui
7195;4180;sea;8331;-1;-1;-1;-1;;Maui-Honolulu
4180;7112;sea;8331;-1;-1;-1;-1;;Honolulu-Kauai
7290;13080;sea;8364;-1;-1;-1;-1;;Western Samoa-Eastern Samoa
4286;12159;sea;8289;-1;-1;-1;-1;;Fiji-Sanua Levu
13055;13056;sea;8419;-1;-1;-1;-1;;Ellice Islands 1
13055;13054;sea;2852;-1;-1;-1;-1;;Ellice Islands 2
14311;14312;sea;640;-1;-1;-1;-1;;Wallis-Futuna
13028;13029;sea;2735;-1;-1;-1;-1;;Caroline Islands (Yap-Ulithi)
13029;13030;sea;2758;-1;-1;-1;-1;;Caroline Islands (Ulithi-Woleai)
13030;13031;sea;2711;-1;-1;-1;-1;;Caroline Islands (Woleai-Satawal)
13031;13033;sea;2121;-1;-1;-1;-1;;Caroline Islands (Satawal-Puluwat)
13033;2489;sea;7918;-1;-1;-1;-1;;Caroline Islands (Puluwat-Truk)
2489;13034;sea;2263;-1;-1;-1;-1;;Caroline Islands (Truk-Satawan)
2489;13036;sea;2263;-1;-1;-1;-1;;Caroline Islands (Truk-Pohnpei)
13036;16572;sea;2339;-1;-1;-1;-1;;Caroline Islands (Pohnpei-Kosrae)
13036;13035;sea;2289;-1;-1;-1;-1;;Caroline Islands (Pohnpei-Kapingamarangi)
13034;13035;sea;2289;-1;-1;-1;-1;;Caroline Islands (Satawan-Kapingamarangi)
13041;13044;sea;7287;-1;-1;-1;-1;;Marshall Islands (Kwajalein-Wotje)
13041;13045;sea;7287;-1;-1;-1;-1;;Marshall Islands (Kwajalein-Bikini)
13042;13043;sea;2414;-1;-1;-1;-1;;Marshall Islands (Majuro-Maloelap)
13042;13040;sea;8699;-1;-1;-1;-1;;Marshall Islands (Majuro-Mili)
13043;13044;sea;2414;-1;-1;-1;-1;;Marshall Islands (Maloelap-Wotje)
13041;13039;sea;8750;-1;-1;-1;-1;;Marshall Islands (Kwajalein-Jaluit)
13046;13045;sea;7062;-1;-1;-1;-1;;Marshall Islands (Eniwetok-Bikini)
1002;13045;sea;2438;-1;-1;-1;-1;;Marshall Islands (Utirik-Bikini)
13044;1002;sea;2438;-1;-1;-1;-1;;Marshall Islands (Wotje-Utirik)
13039;13042;sea;2414;-1;-1;-1;-1;;Marshall Islands (Jaluit-Majuro)
4357;12103;sea;3805;-1;-1;-1;-1;;Palau Islands (Babeldaob-Peleliu)
12103;13027;sea;3805;-1;-1;-1;-1;;Palau Islands (Peleliu-Sonsorol)
13027;13032;sea;8644;-1;-1;-1;-1;;Palau Islands (Sonsorol-Hatohobei)
10276;7669;sea;5263;-1;-1;-1;-1;;Tiwi-Darwin
12910;5170;sea;5771;-1;-1;-1;-1;;Adelaide-Kangaroo Island
14948;13694;sea;16135;-1;-1;-1;-1;;Venezuela-Aruba
13694;153;sea;16135;-1;-1;-1;-1;;Curacao-Aruba
13692;153;sea;16135;-1;-1;-1;-1;;Curacao-Bonaire
10823;3284;sea;2597;-1;-1;-1;-1;;Venezuela-Trinidad
13012;3284;sea;2597;-1;-1;-1;-1;;Tobago-Trinidad
11106;379;sea;5533;-1;-1;-1;-1;;Grenada-St Vincent
379;11350;sea;5533;-1;-1;-1;-1;;St Vincent-Barbados
379;13009;sea;5533;-1;-1;-1;-1;;St Vincent-St Lucia
13009;177;sea;5533;-1;-1;-1;-1;;St Lucia-Martinique
177;7123;sea;5533;-1;-1;-1;-1;;Martinique-Dominica
7123;9377;sea;5533;-1;-1;-1;-1;;Dominica-Guadeloupe
9377;4450;sea;2887;-1;-1;-1;-1;;Guadeloupe-Montserrat
4450;1140;sea;5533;-1;-1;-1;-1;;Montserrat-St Kitts
4450;7216;sea;5533;-1;-1;-1;-1;;Montserrat-Antigua and Barbuda
13696;1140;sea;16146;-1;-1;-1;-1;;Sint Maarten-St Kitts
13084;4155;sea;16146;-1;-1;-1;-1;;Saint Martin-Tortola
13622;4155;sea;16146;-1;-1;-1;-1;;St Thomas-Tortola
13622;13697;sea;16146;-1;-1;-1;-1;;St Thomas-St Croix
13084;12816;sea;16146;-1;-1;-1;-1;;Saint Martin-Anguilla
1440;13622;sea;16146;-1;-1;-1;-1;;Puerto Rico-St Thomas
10203;9805;sea;5864;-1;-1;-1;-1;;Corfu-Epirus
10203;914;sea;5864;-1;-1;-1;-1;;Corfu-Albania
1106;12001;sea;15982;-1;-1;-1;-1;;Ionian Islands-Western Greece
1106;1173;sea;15982;-1;-1;-1;-1;;Ionian Islands-Peloponnese
3401;7127;sea;6801;-1;-1;-1;-1;;Cyclades-Euboea
13642;7127;sea;15985;-1;-1;-1;-1;;Thessaly-Euboea
13639;7127;sea;15985;-1;-1;-1;-1;;Euboea-Greece
13642;6930;sea;15985;-1;-1;-1;-1;;Thessaly-Sporades
3401;13637;sea;6801;-1;-1;-1;-1;;Cyclades
13641;6864;sea;7452;-1;-1;-1;-1;;Lesbos-Turkey
13640;13357;sea;15981;-1;-1;-1;-1;;Chios-Turkey
6550;13357;sea;15981;-1;-1;-1;-1;;Samos-Turkey
6550;13638;sea;15981;-1;-1;-1;-1;;Samos-Ikaria
13640;13638;sea;15981;-1;-1;-1;-1;;Ikaria-Chios
3401;13638;sea;15981;-1;-1;-1;-1;;Ikaria-Cyclades
13637;7003;sea;7226;-1;-1;-1;-1;;Kos-Cyclades
7003;9941;sea;7226;-1;-1;-1;-1;;Kos-Bodrum
10007;10122;sea;7226;-1;-1;-1;-1;;Rhodes-Turkey
9833;11829;sea;5412;-1;-1;-1;-1;;Bosphorus
9680;6741;sea;8282;-1;-1;-1;-1;;Kerch Strait
9859;3962;sea;5946;-1;-1;-1;-1;;Tsugaru Strait 1
15345;6873;sea;5946;-1;-1;-1;-1;;Tsugaru Strait 2
10011;1158;sea;2708;-1;-1;-1;-1;;Tsushima-Kyushu
4160;1070;sea;5244;-1;-1;-1;-1;;Hainan-Strait
15560;1408;sea;5257;-1;-1;-1;-1;;Vancouver-Vancouver Island
1869;1799;sea;5150;-1;-1;-1;-1;;Prince Rupert-Queen Charlotte Islands
11047;6040;sea;8370;-1;-1;-1;-1;;Novaya Zemlya-Nenetsia
11058;3145;sea;5869;-1;-1;-1;-1;;Lofoten-Troms
11157;3132;sea;5869;-1;-1;-1;-1;;Lofoten-Nordland
11090;91;sea;15956;-1;-1;-1;-1;;Senja-Troms
44;11050;sea;15956;-1;-1;-1;-1;;Ringvassoya-Troms
22;3016;sea;15958;-1;-1;-1;-1;;Hammerfest-Finnmark
6062;13733;sea;2824;-1;-1;-1;-1;;Hebrides
3178;13733;sea;2824;-1;-1;-1;-1;;Hebrides
11266;13732;sea;2824;-1;-1;-1;-1;;Hebrides
13733;13732;sea;2824;-1;-1;-1;-1;;Hebrides
3373;13732;sea;2824;-1;-1;-1;-1;;Hebrides
6300;3150;sea;13004;-1;-1;-1;-1;;Dundee-Fife
9392;15888;sea;13004;-1;-1;-1;-1;;Edinburgh-Rosyth
13641;13640;sea;7452;-1;-1;-1;-1;;Lesbos-Chios
13641;8435;sea;7452;-1;-1;-1;-1;;Lesbos-Limnos
1424;4360;sea;8614;-1;-1;-1;-1;;New Foundland-Strait
13210;6449;sea;2871;-1;-1;-1;-1;;Channel Isles
13257;3943;sea;15992;-1;-1;-1;-1;;Zadar-Zadarian Islands
13257;11901;sea;15992;-1;-1;-1;-1;;Pag-Zadarian Islands
16867;14536;sea;15992;-1;-1;-1;-1;;Cres-Krk
16867;11735;sea;15992;-1;-1;-1;-1;;Cres-Istria
16867;11901;sea;15992;-1;-1;-1;-1;;Cres-Pag
984;11901;sea;15992;-1;-1;-1;-1;;Dalmatia-Pag
16867;13257;sea;15992;-1;-1;-1;-1;;Cres-Zadarian Islands
13071;13258;sea;2135;-1;-1;-1;-1;;Canary Islands
13071;16098;sea;2135;-1;-1;-1;-1;;Canary Islands
16108;13258;sea;16099;-1;-1;-1;-1;;Canary Islands
1751;13259;sea;16106;-1;-1;-1;-1;;Azores
15760;13259;sea;16162;-1;-1;-1;-1;;Azores
9388;13262;sea;2358;-1;-1;-1;-1;;Stralsund-Rugen
11366;13263;sea;2729;-1;-1;-1;-1;;North Frisian Islands
4859;13764;sea;2729;-1;-1;-1;-1;;North Frisia-Heligoland
13293;13297;sea;4240;-1;-1;-1;-1;;Phu Quoc-Cambodia
13293;4223;sea;4240;-1;-1;-1;-1;;Phu Quoc-Vietnam
12171;13302;sea;2857;-1;-1;-1;-1;;Sabah-Labuan
12299;10313;sea;5960;-1;-1;-1;-1;;Singapore-Malaya
13508;13509;sea;2562;-1;-1;-1;-1;;Maldives
13510;13509;sea;2515;-1;-1;-1;-1;;Maldives
13510;4967;sea;2491;-1;-1;-1;-1;;Maldives
13072;13504;sea;8665;-1;-1;-1;-1;;Comoros-Mayotte
13072;13505;sea;8665;-1;-1;-1;-1;;Comoros
13506;13505;sea;8665;-1;-1;-1;-1;;Comoros
13548;11833;sea;15991;-1;-1;-1;-1;;Italy-Elba
13563;13564;sea;2800;-1;-1;-1;-1;;Saudi Arabia-Farasan
10099;13586;sea;5388;-1;-1;-1;-1;;Sinai-Tiran
12101;13586;sea;5388;-1;-1;-1;-1;;Saudi Arabia-Tiran
3325;13595;sea;14840;-1;-1;-1;-1;;Fyn-Samsø
6364;13595;sea;14840;-1;-1;-1;-1;;Jylland-Samsø
15449;3305;sea;2382;-1;-1;-1;-1;;Sjaelland-Lolland
6257;3305;sea;2408;-1;-1;-1;-1;;Fehmarn-Lolland
316;3206;sea;7018;-1;-1;-1;-1;;Limfjord Crossings
316;15454;sea;7018;-1;-1;-1;-1;;Limfjord Crossings
6889;13603;sea;15990;-1;-1;-1;-1;;Dalmatian Islands
3868;13603;sea;15990;-1;-1;-1;-1;;Dalmatian Islands
3924;13603;sea;15990;-1;-1;-1;-1;;Dalmatian Islands
3868;13601;sea;15990;-1;-1;-1;-1;;Dalmatian Islands
13603;14581;sea;15990;-1;-1;-1;-1;;Dalmatian Islands
13614;1843;sea;7006;-1;-1;-1;-1;;Miami-Key West
13690;10823;sea;2110;-1;-1;-1;-1;;Nueva Esparta-Venezuela
13690;16200;sea;2110;-1;-1;-1;-1;;Nueva Esparta-Federal Dependencies
4600;13703;sea;5735;-1;-1;-1;-1;;Cuba-Juventud
11064;13734;sea;3195;-1;-1;-1;-1;;Scapa Flow
2196;14100;sea;5369;-1;-1;-1;-1;;Tanganyika-Mafia Island
2196;14104;sea;5369;-1;-1;-1;-1;;Tanganyika-Zanzibar
14107;14104;sea;5369;-1;-1;-1;-1;;Zanzibar-Pemba
13249;13250;sea;15407;-1;-1;-1;-1;;Dardanelles
15616;15635;sea;3826;-1;-1;-1;-1;;Newfoundland-Labrador
14211;15612;sea;8642;-1;-1;-1;-1;;Anticosti-Canada
14219;9740;sea;9092;-1;-1;-1;-1;;Akimiski-Canada
14226;14234;sea;8768;-1;-1;-1;-1;;Belcher Islands-Canada
14253;1345;sea;5615;-1;-1;-1;-1;;Riau Islands-Sumatra
12113;12184;sea;5960;-1;-1;-1;-1;;Riau Islands-Sumatra
12113;14253;sea;5960;-1;-1;-1;-1;;Riau Islands
10153;1351;sea;8412;-1;-1;-1;-1;;Sulawesi-Sangihe Islands
12219;12162;sea;2291;-1;-1;-1;-1;;Sumbawa-Sumba
16802;1421;sea;2899;-1;-1;-1;-1;;Basilan-Mindanao
