91;4845.00;9.50;554.00;big
91;4744.00;9.50;590.00;big
92;4782.00;9.50;474.00;big
92;4726.00;9.50;451.00;big
93;4527.00;9.50;572.00;big
93;4627.00;9.50;558.00;big
94;5024.00;9.50;1082.00;big
94;5128.00;9.50;921.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;17.00;9.50;1369.00;big
96;5448.00;9.50;1500.00;big
97;90.00;9.50;661.00;big
97;5444.00;9.50;742.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4519.00;9.50;272.00;big
99;4574.00;9.50;138.00;big
100;3339.00;9.50;1101.00;big
100;3416.00;9.50;961.00;big
101;4143.00;9.50;830.00;big
101;4190.00;9.50;932.00;big
102;3502.00;9.50;516.00;big
102;3449.00;9.50;591.00;big
103;3499.00;9.50;440.00;big
103;3410.00;9.50;288.00;big
104;3855.00;9.50;932.00;big
104;3737.00;9.50;933.00;big
105;272.00;9.50;1162.00;big
105;431.00;9.50;1006.00;big
106;1284.00;9.50;1091.00;big
106;1024.00;9.50;1201.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1619.00;9.50;97.00;big
108;1570.00;9.68;376.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1189.00;9.50;970.00;big
110;1173.00;9.50;690.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;715.00;9.50;300.00;big
113;824.00;9.50;457.00;big
114;558.00;9.50;1737.00;big
114;246.00;9.50;1711.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3657.00;13.48;1239.00;big
116;3588.00;14.30;1221.00;big
117;1595.00;10.07;1534.00;big
117;1634.00;10.82;1582.00;big
118;909.00;9.60;1527.00;big
118;968.00;11.65;1442.00;big
119;1293.00;9.80;1368.00;big
119;1225.00;11.38;1415.00;big
120;1252.00;11.45;1562.00;big
120;1320.00;10.20;1495.00;big
121;1432.00;9.60;1722.00;big
121;1564.00;9.60;1637.00;big
122;1209.00;10.73;1768.00;big
122;1029.00;11.82;1793.00;big
123;1255.00;15.32;1187.00;big
123;1199.00;14.45;1258.00;big
124;1646.00;10.82;1002.00;big
124;1646.00;18.52;934.00;big
125;2053.00;9.70;507.00;big
125;2141.00;10.23;548.00;big
126;3019.00;10.28;1180.00;big
126;3076.00;9.68;1157.00;big
127;3026.00;10.55;1147.00;big
127;3152.00;10.00;1078.00;big
128;3311.00;10.70;1063.00;big
128;3290.00;9.70;1147.00;big
129;3278.00;10.93;1290.00;big
129;3342.00;12.12;1315.00;big
130;3262.00;10.00;1523.00;big
130;3306.00;9.60;1514.00;big
131;3272.00;9.80;1574.00;big
131;3261.00;9.70;1613.00;big
132;3325.00;9.85;1711.00;big
132;3274.00;9.60;1691.00;big
133;3434.00;9.80;1631.00;big
133;3386.00;9.60;1668.00;big
134;3484.00;14.45;1356.00;big
134;3542.00;9.82;1325.00;big
135;3437.00;9.78;1428.00;big
135;3519.00;9.60;1443.00;big
136;3871.00;10.50;1481.00;big
136;3961.00;11.70;1501.00;big
137;3647.00;9.60;1448.00;big
137;3594.00;9.60;1505.00;big
138;4148.00;9.50;2154.00;big
138;3803.00;9.50;2073.00;big
139;3134.00;12.75;122.00;big
139;3185.00;12.05;175.00;big
140;2966.00;10.60;831.00;big
140;2903.00;10.40;777.00;big
141;4185.00;9.60;1037.00;big
141;4224.00;9.60;1033.00;big
142;4394.00;10.65;882.00;big
142;4362.00;9.60;926.00;big
143;4634.00;9.60;1315.00;big
143;4599.00;9.60;1284.00;big
144;4430.00;11.18;1168.00;big
144;4479.00;10.85;1157.00;big
145;4219.00;12.32;1398.00;big
145;4124.00;10.20;1420.00;big
146;4206.00;21.05;1122.00;big
146;4066.00;23.02;1172.00;big
147;4285.00;10.15;1761.00;big
147;4165.00;9.93;1981.00;big
148;4824.00;10.00;1545.00;big
148;4923.00;10.28;1459.00;big
149;4935.00;12.12;1884.00;big
149;4571.00;10.45;1780.00;big
150;3595.00;9.78;1764.00;big
150;3702.00;9.60;1860.00;big
151;4626.00;11.80;1599.00;big
151;4501.00;11.45;1551.00;big
152;4570.00;12.40;1463.00;big
152;4466.00;13.25;1460.00;big
153;4078.00;9.80;1076.00;big
153;4003.00;10.10;1140.00;big
154;4929.00;9.50;1233.00;big
154;4979.00;9.98;1257.00;big
155;4679.00;10.80;1371.00;big
155;4741.00;10.12;1354.00;big
156;4972.00;10.00;140.00;big
156;4885.00;9.65;176.00;big
157;5545.00;9.62;147.00;big
157;34.00;9.50;66.00;big
158;4654.00;9.60;514.00;big
158;4754.00;9.60;501.00;big
159;4615.00;9.75;651.00;big
159;4561.00;9.78;625.00;big
160;4696.00;9.60;895.00;big
160;4746.00;9.50;775.00;big
161;2541.00;10.43;1910.00;big
161;2495.00;10.12;1885.00;big
162;3801.00;14.55;1194.00;big
162;3870.00;16.25;1235.00;big
163;1770.00;9.80;761.00;big
163;1951.00;9.50;835.00;big
164;4673.00;10.73;1114.00;big
164;4690.00;9.60;1138.00;big
165;4524.00;9.65;981.00;big
165;4585.00;9.60;1026.00;big
166;1567.00;9.50;1884.00;big
166;1431.00;9.50;1957.00;big
167;5046.00;12.28;549.00;big
167;5118.00;9.60;510.00;big
168;3068.00;9.50;1360.00;big
168;3035.00;9.50;1404.00;big
169;3032.00;9.50;1297.00;big
169;2983.00;9.50;1353.00;big
170;1599.00;9.50;1275.00;big
170;1684.00;9.50;1220.00;big
171;829.00;9.50;1709.00;big
171;774.00;9.50;1647.00;big
172;442.00;9.50;680.00;big
172;273.00;9.50;695.00;big
173;2900.00;9.50;1599.00;big
173;2923.00;9.50;1662.00;big
174;2887.00;9.50;1712.00;big
174;2868.00;9.50;1817.00;big
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5187.00;9.50;1238.00;big
177;5251.00;9.50;1409.00;big
178;117.00;9.50;471.00;big
178;89.00;9.50;289.00;big
179;326.00;9.50;413.00;big
179;516.00;9.50;432.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;3522.00;11.43;296.00;big
181;3545.00;11.50;377.00;big
182;2676.00;11.95;1167.00;big
182;2731.00;13.00;1210.00;big
183;3160.00;11.30;761.00;big
183;3076.00;11.03;749.00;big
184;3066.00;13.50;430.00;big
184;3039.00;11.55;506.00;big
185;3223.00;12.15;407.00;big
185;3317.00;11.60;456.00;big
186;4784.00;11.45;1325.00;big
186;4805.00;10.15;1258.00;big
187;4427.00;9.60;609.00;big
187;4351.00;9.75;676.00;big
188;4358.00;9.60;779.00;big
188;4395.00;10.05;710.00;big
189;4348.00;9.65;862.00;big
189;4305.00;9.68;933.00;big
190;3933.00;10.00;1177.00;big
190;3876.00;9.60;1080.00;big
191;3116.00;10.10;1972.00;big
191;3219.00;11.45;1992.00;big
192;3122.00;10.73;1893.00;big
192;3064.00;10.45;1826.00;big
193;4893.00;10.48;444.00;big
193;4887.00;9.85;387.00;big
194;5022.00;9.80;391.00;big
194;5113.00;10.28;274.00;big
195;4705.00;10.50;175.00;big
195;4797.00;10.73;397.00;big
196;3557.00;10.60;1060.00;big
196;3506.00;11.88;1035.00;big
197;1725.00;9.80;1650.00;big
197;1677.00;9.95;1587.00;big
198;1491.00;9.98;1571.00;big
198;1423.00;10.00;1571.00;big
199;1031.00;14.93;1661.00;big
199;1123.00;11.55;1672.00;big
200;4362.00;19.80;1242.00;big
200;4269.00;16.45;1264.00;big
201;1625.00;18.88;682.00;big
201;1692.00;19.80;641.00;big
202;3197.00;10.18;1233.00;big
202;3207.00;9.50;1289.00;big
203;3606.00;9.50;1088.00;big
203;3666.00;9.60;1075.00;big
204;1236.00;11.60;1293.00;big
204;1120.00;15.05;1359.00;big
205;1396.00;9.60;1182.00;big
205;1273.00;9.60;1230.00;big
206;3093.00;9.60;1672.00;big
206;3121.00;9.50;1739.00;big
207;2956.00;9.50;1692.00;big
207;2985.00;9.50;1665.00;big
208;689.00;9.50;2184.00;big
208;299.00;9.50;2177.00;big
209;3230.00;9.50;1333.00;big
209;3250.00;9.50;1337.00;big
210;4690.00;9.50;1314.00;big
210;4663.00;9.50;1293.00;big
211;5507.00;9.50;2126.00;big
211;5193.00;9.50;2135.00;big
212;3490.00;9.70;1226.00;big
212;3523.00;9.60;1165.00;big
213;4553.00;9.60;2161.00;big
213;4894.00;9.50;2126.00;big
214;3362.00;9.62;1174.00;big
214;3343.00;10.40;1141.00;big
215;3079.00;9.50;1296.00;big
215;3113.00;9.50;1291.00;big
216;3394.00;11.43;1082.00;big
216;3452.00;12.90;975.00;big
217;3588.00;9.80;893.00;big
217;3493.00;13.03;883.00;big
218;3699.00;10.65;1019.00;big
218;3683.00;9.62;945.00;big
219;2949.00;9.98;1645.00;big
219;2984.00;9.80;1637.00;big
220;2869.00;9.60;1534.00;big
220;2895.00;10.55;1520.00;big
221;3063.00;9.85;1541.00;big
221;3094.00;10.07;1525.00;big
222;3144.00;10.12;1491.00;big
222;3093.00;10.35;1486.00;big
223;2985.00;9.68;1431.00;big
223;2935.00;9.80;1418.00;big
224;2947.00;12.50;1454.00;big
224;2919.00;10.45;1454.00;big
225;3196.00;10.85;1448.00;big
225;3154.00;10.25;1442.00;big
226;3217.00;11.15;1374.00;big
226;3178.00;11.38;1376.00;big
227;3219.00;10.20;1473.00;big
227;3261.00;9.73;1455.00;big
228;4496.00;11.07;873.00;big
228;4466.00;9.60;816.00;big
229;4449.00;9.68;1001.00;big
229;4450.00;9.65;959.00;big
230;3644.00;9.70;849.00;big
230;3534.00;9.50;845.00;big
231;3334.00;10.60;867.00;big
231;3328.00;10.50;932.00;big
232;3390.00;11.05;540.00;big
232;3314.00;12.43;572.00;big
233;3374.00;11.00;418.00;big
233;3338.00;10.00;298.00;big
234;3361.00;16.25;669.00;big
234;3418.00;10.25;634.00;big
235;3565.00;11.10;779.00;big
235;3478.00;10.12;687.00;big
236;1752.00;11.30;182.00;big
236;1726.00;9.60;92.00;big
237;2724.00;9.50;1571.00;big
237;2735.00;9.75;1605.00;big
238;3222.00;10.70;832.00;big
238;3292.00;10.50;773.00;big
239;1974.00;9.95;929.00;big
239;1921.00;9.60;958.00;big
240;2635.00;9.95;917.00;big
240;2565.00;9.60;951.00;big
241;2809.00;10.80;1237.00;big
241;2893.00;11.65;1249.00;big
242;3138.00;9.80;1175.00;big
242;3201.00;9.98;1155.00;big
243;2988.00;10.68;1497.00;big
243;2946.00;10.45;1484.00;big
244;3116.00;9.60;1599.00;big
244;3143.00;9.60;1610.00;big
245;2684.00;10.95;1341.00;big
245;2678.00;9.82;1297.00;big
246;4883.00;9.50;1215.00;big
246;4909.00;9.62;1217.00;big
247;1715.00;11.85;448.00;big
247;1697.00;10.12;278.00;big
248;1756.00;16.95;599.00;big
248;1829.00;10.30;578.00;big
249;1862.00;9.90;522.00;big
249;1926.00;9.98;475.00;big
250;1784.00;9.82;1009.00;big
250;1712.00;10.85;1013.00;big
251;4593.00;9.60;1224.00;big
251;4559.00;9.70;1204.00;big
252;1028.00;9.50;2012.00;big
252;1269.00;9.60;2019.00;big
253;2601.00;9.50;2151.00;big
253;2835.00;9.50;2167.00;big
254;4023.00;22.98;1227.00;big
254;3972.00;14.35;1211.00;big
255;1516.00;9.70;1420.00;big
255;1572.00;9.60;1445.00;big
256;1057.00;12.18;1435.00;big
256;1164.00;13.90;1443.00;big
257;2785.00;9.80;1574.00;big
257;2754.00;10.07;1564.00;big
258;5346.00;9.50;2234.00;big
258;4163.00;9.50;2247.00;big
259;2977.00;11.85;2203.00;big
259;2908.00;10.03;2187.00;big
260;2949.00;11.50;1362.00;big
260;2942.00;10.07;1326.00;big
261;3026.00;9.85;1432.00;big
261;3055.00;10.30;1435.00;big
262;3349.00;10.00;1595.00;big
262;3319.00;10.03;1637.00;big
263;3329.00;9.98;1782.00;big
263;3304.00;9.90;1848.00;big
264;2799.00;9.90;1491.00;big
264;2762.00;9.60;1479.00;big
265;2813.00;9.88;1396.00;big
265;2802.00;9.65;1436.00;big
266;3036.00;9.82;1346.00;big
266;3063.00;9.73;1330.00;big
267;3011.00;10.00;1279.00;big
267;3031.00;10.28;1276.00;big
268;2791.00;12.35;1326.00;big
268;2817.00;10.15;1357.00;big
269;2757.00;11.15;1370.00;big
269;2710.00;11.85;1365.00;big
270;3850.00;10.62;1328.00;big
270;3745.00;9.65;1373.00;big
271;3493.00;9.60;1504.00;big
271;3533.00;9.60;1544.00;big
272;5195.00;12.03;1764.00;big
272;4958.00;11.30;1677.00;big
273;4403.00;9.80;1634.00;big
273;4247.00;10.03;1656.00;big
274;4069.00;9.70;1643.00;big
274;4161.00;10.40;1601.00;big
275;3785.00;9.80;1672.00;big
275;3914.00;9.70;1663.00;big
276;4071.00;11.65;1489.00;big
276;4021.00;10.12;1403.00;big
277;3500.00;9.60;1783.00;big
277;3400.00;9.70;1803.00;big
278;3585.00;9.88;1695.00;big
278;3515.00;9.60;1648.00;big
279;3356.00;9.60;1472.00;big
279;3328.00;9.60;1443.00;big
280;3402.00;9.98;1481.00;big
280;3438.00;9.70;1483.00;big
281;3994.00;14.32;1357.00;big
281;3909.00;15.10;1310.00;big
282;3561.00;10.35;981.00;big
282;3625.00;9.80;996.00;big
283;3608.00;9.60;1058.00;big
283;3669.00;9.60;1055.00;big
284;3521.00;10.50;1101.00;big
284;3433.00;12.00;1110.00;big
285;3542.00;13.15;1219.00;big
285;3530.00;13.28;1281.00;big
286;3650.00;11.55;1105.00;big
286;3595.00;11.68;1160.00;big
287;3960.00;10.68;951.00;big
287;3923.00;9.70;1019.00;big
288;4290.00;9.80;1097.00;big
288;4239.00;13.62;1065.00;big
289;4026.00;10.45;1022.00;big
289;4021.00;10.93;938.00;big
290;4146.00;10.03;1052.00;big
290;4108.00;9.93;986.00;big
291;2688.00;10.35;865.00;big
291;2786.00;10.30;909.00;big
292;2556.00;9.60;877.00;big
292;2582.00;9.60;858.00;big
293;2735.00;9.70;757.00;big
293;2707.00;9.80;777.00;big
294;2805.00;9.98;811.00;big
294;2796.00;9.62;761.00;big
295;2847.00;10.10;867.00;big
295;2948.00;10.50;868.00;big
296;3071.00;13.40;323.00;big
296;3072.00;12.95;247.00;big
297;3152.00;12.30;261.00;big
297;3204.00;12.07;298.00;big
298;3252.00;12.85;326.00;big
298;3288.00;13.12;365.00;big
299;3249.00;11.43;536.00;big
299;3200.00;11.93;496.00;big
300;3251.00;10.70;608.00;big
300;3224.00;10.95;685.00;big
301;3093.00;11.80;550.00;big
301;3170.00;10.90;567.00;big
302;3091.00;9.50;624.00;big
302;3129.00;10.48;690.00;big
303;3074.00;10.45;800.00;big
303;3093.00;10.30;861.00;big
304;2992.00;11.10;735.00;big
304;3027.00;10.60;814.00;big
305;2969.00;9.90;656.00;big
305;2971.00;10.00;621.00;big
306;914.00;12.38;1749.00;big
306;825.00;13.05;1887.00;big
307;1939.00;9.60;1701.00;big
307;1876.00;9.60;1827.00;big
308;1755.00;9.70;1711.00;big
308;1660.00;10.00;1668.00;big
309;1773.00;9.70;1664.00;big
309;1817.00;9.60;1647.00;big
310;5047.00;9.80;97.00;big
310;5073.00;10.93;30.00;big
311;5079.00;10.15;131.00;big
311;5128.00;10.43;186.00;big
312;4716.00;9.60;662.00;big
312;4677.00;9.70;605.00;big
313;4801.00;9.60;653.00;big
313;4813.00;9.60;598.00;big
314;4999.00;9.80;1308.00;big
314;5041.00;10.28;1385.00;big
315;5032.00;9.60;1455.00;big
315;5029.00;9.60;1538.00;big
316;4884.00;9.70;1220.00;big
316;4845.00;9.73;1187.00;big
317;4547.00;9.60;529.00;big
317;4491.00;9.60;538.00;big
318;4349.00;15.93;1475.00;big
318;4262.00;9.50;1500.00;big
319;4410.00;11.95;1353.00;big
319;4457.00;13.62;1293.00;big
320;4404.00;14.45;1045.00;big
320;4356.00;14.28;1062.00;big
321;4628.00;9.60;1116.00;big
321;4604.00;10.05;1082.00;big
322;2001.00;11.98;448.00;big
322;1965.00;10.30;370.00;big
323;2221.00;10.98;742.00;big
323;2116.00;10.10;778.00;big
324;1945.00;10.82;529.00;big
324;1941.00;10.45;639.00;big
325;2172.00;10.73;651.00;big
325;2030.00;10.28;644.00;big
326;1575.00;17.80;858.00;big
326;1575.00;11.82;785.00;big
327;1606.00;9.60;1198.00;big
327;1532.00;9.60;1230.00;big
328;1680.00;9.60;1178.00;big
328;1713.00;9.60;1169.00;big
329;904.00;13.30;1616.00;big
329;922.00;11.88;1686.00;big
330;999.00;10.00;1387.00;big
330;1050.00;9.60;1309.00;big
331;4686.00;9.60;1173.00;big
331;4664.00;9.60;1203.00;big
332;468.00;9.50;1910.00;big
332;586.00;9.50;1884.00;big
333;4604.00;13.18;1359.00;big
333;4639.00;11.62;1419.00;big
334;4484.00;10.10;1025.00;big
334;4528.00;9.85;1037.00;big
335;4494.00;11.28;1091.00;big
335;4450.00;13.55;1084.00;big
336;4559.00;11.05;1078.00;big
336;4552.00;9.93;1116.00;big
337;4550.00;12.10;1339.00;big
337;4502.00;12.62;1328.00;big
338;4693.00;11.70;1510.00;big
338;4763.00;10.00;1467.00;big
339;3389.00;13.32;1325.00;big
339;3460.00;14.32;1314.00;big
340;3217.00;10.00;1609.00;big
340;3186.00;10.00;1577.00;big
341;3737.00;9.50;2240.00;big
341;3546.00;9.68;2221.00;big
342;4330.00;21.40;1170.00;big
342;4394.00;20.23;1131.00;big
343;4301.00;10.07;996.00;big
343;4320.00;10.00;1062.00;big
344;3702.00;9.60;1314.00;big
344;3785.00;10.05;1281.00;big
345;2913.00;13.43;1777.00;big
345;2905.00;9.55;1712.00;big
346;3172.00;9.50;1725.00;big
346;3233.00;9.50;1734.00;big
347;3171.00;9.50;1684.00;big
347;3166.00;9.50;1706.00;big
348;3361.00;10.05;1555.00;big
348;3383.00;9.82;1518.00;big
349;3391.00;9.50;1444.00;big
349;3365.00;9.50;1436.00;big
350;3060.00;9.80;1397.00;big
350;3088.00;10.15;1410.00;big
351;3286.00;11.03;1333.00;big
351;3231.00;9.75;1315.00;big
352;3130.00;10.07;1347.00;big
352;3107.00;11.62;1377.00;big
353;3237.00;13.32;184.00;big
353;3272.00;12.50;251.00;big
354;3008.00;10.32;1691.00;big
354;3038.00;10.28;1666.00;big
355;3369.00;9.50;1849.00;big
355;3466.00;9.50;1929.00;big
356;3073.00;9.50;1994.00;big
356;2955.00;9.50;1921.00;big
357;2863.00;9.50;1561.00;big
357;2843.00;9.50;1564.00;big
358;2827.00;9.50;1303.00;big
358;2855.00;9.60;1315.00;big
359;2874.00;9.50;1368.00;big
359;2924.00;9.50;1330.00;big
360;4295.00;9.50;851.00;big
360;4295.00;9.50;799.00;big
361;4130.00;11.80;1340.00;big
361;4010.00;12.45;1311.00;big
362;2887.00;9.95;1179.00;big
362;2795.00;11.12;1163.00;big
363;4898.00;9.65;613.00;big
363;4970.00;9.60;572.00;big
364;4474.00;9.50;653.00;big
364;4494.00;9.50;707.00;big
365;5112.00;9.50;624.00;big
365;4908.00;9.50;702.00;big
366;5578.00;9.93;364.00;big
366;5422.00;9.50;361.00;big
367;4516.00;12.15;1265.00;big
367;4497.00;12.53;1201.00;big
368;4332.00;15.10;1319.00;big
368;4440.00;14.60;1239.00;big
369;4462.00;10.03;911.00;big
369;4403.00;11.48;965.00;big
370;4427.00;9.60;849.00;big
370;4467.00;9.73;859.00;big
371;49.00;9.60;2061.00;big
371;5541.00;10.98;2046.00;big
372;5253.00;10.00;1616.00;big
372;5375.00;9.60;1851.00;big
373;2700.00;9.50;2249.00;big
373;3708.00;9.50;2229.00;big
374;482.00;9.50;2259.00;big
374;1302.00;9.50;2262.00;big
375;1390.00;9.50;2131.00;big
375;937.00;9.50;2217.00;big
376;1032.00;9.50;1366.00;big
376;1065.00;9.50;1318.00;big
377;4807.00;9.85;1084.00;big
377;4738.00;9.60;1043.00;big
378;3928.00;10.12;1082.00;big
378;3982.00;10.32;1080.00;big
379;3710.00;9.50;1054.00;big
379;3761.00;9.50;1034.00;big
380;3948.00;9.50;2016.00;big
380;3953.00;9.50;1927.00;big
381;1929.00;9.50;1614.00;big
381;1828.00;9.50;1573.00;big
382;1385.00;9.60;1809.00;big
382;1776.00;9.75;1809.00;big
383;620.00;11.60;2012.00;big
383;700.00;10.03;1983.00;big
384;1736.00;9.50;2161.00;big
384;1937.00;9.50;2074.00;big
385;1774.00;9.50;1988.00;big
385;1604.00;9.50;2038.00;big
386;3898.00;10.30;1398.00;big
386;3778.00;9.60;1425.00;big
387;4106.00;9.50;2007.00;big
387;4056.00;9.50;2063.00;big
388;4819.00;10.35;1751.00;big
388;4745.00;12.45;1656.00;big
389;59.00;9.50;2132.00;big
389;163.00;9.50;2112.00;big
390;3680.00;9.50;1979.00;big
390;3574.00;9.50;1956.00;big
391;3489.00;9.50;2034.00;big
391;3844.00;9.50;2146.00;big
392;3092.00;9.50;1622.00;big
392;3029.00;9.50;1615.00;big
393;1328.00;10.38;1618.00;big
393;1243.00;10.03;1671.00;big
394;1365.00;9.75;1441.00;big
394;1414.00;9.73;1393.00;big
395;1465.00;9.98;1473.00;big
395;1538.00;10.53;1509.00;big
396;1539.00;9.60;1301.00;big
396;1513.00;9.60;1355.00;big
397;1061.00;13.68;1530.00;big
397;1154.00;12.40;1553.00;big
